t,V,G,X,S,P,r_V,r_G,r_X,r_S,r_P,q_G,q_X,q_S,q_P,q_D,q_M,q_O
0.0,0.75,0.0,0.71,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.34652668188368857,0.7503866616279362,-9.491025133753811e-9,0.7581972850919109,0.4792500820903455,0.35119881002692954,0.0011520483313868075,-1.7585095195322438e-8,0.14360256579863684,1.4279132386013056,1.0463877815756768,-6.747300000102831,0.1894000000029401,1.8833003845802607,1.3800996154303438,3.2634000000106047,8.492108850122223,-12.944020143135464
1.4414213704023537,0.7517878233110398,-9.73778879103574e-9,0.9328517742401385,2.2159283639088305,1.623852417750853,0.0014174283541706527,6.9838061880167306e-9,0.1766821260438246,1.7568401051828317,1.2874283748823292,-6.747300000102831,0.1894000000029401,1.8833003845802607,1.3800996154303438,3.2634000000106047,8.492108850122223,-12.944020143135464
2.234935065357553,0.7530017054749703,-9.975823117168555e-9,1.084161913379784,3.720481918439791,2.7264029184588527,0.001647337636023955,-1.2792432138256179e-8,0.2053402663973186,2.0418025484154185,1.4962514397196653,-6.747300000102831,0.1894000000029401,1.8833003845802607,1.3800996154303438,3.2634000000106047,8.492108850122223,-12.944020143135464
2.58146106209625,0.753592132168606,-9.578453256979357e-9,1.157758468080293,4.4522898022540405,3.262678438059047,0.0017591644534227775,7.939666354653314e-10,0.21927945385780745,2.1804068647593398,1.5978221199861267,-6.747300000102743,0.1894000000029368,1.8833002952461442,1.380099704764426,3.26340000001057,8.492108843626335,-12.944020104058827
3.6763535858130356,0.7557316851446393,-9.50251950847885e-9,1.4244532658131792,7.1041714881208184,5.206001625005499,0.002164395787089685,-3.6704396214316424e-10,0.2697914485491993,2.682673256070295,1.9658875315994913,-6.747300000102743,0.1894000000029368,1.8833002952461442,1.380099704764426,3.26340000001057,8.492108843626335,-12.944020104058827
4.469865711850277,0.7575852644358878,-9.761481401263095e-9,1.6555015079922728,9.401601386247762,6.8895792956114255,0.002515463704858887,-1.3085287675591306e-10,0.3135519856185983,3.1178064787822843,2.2847571424171975,-6.747300000102743,0.1894000000029368,1.8833002952461442,1.380099704764426,3.26340000001057,8.492108843626335,-12.944020104058827
4.712384720948885,0.7582096870023692,-1.1319196525648005e-9,1.7333356403781244,10.175545659455656,7.456732739536018,0.002633729346268923,3.656302154486118e-8,0.32829377029263995,3.264391542109646,2.392175986717948,-6.747300000101707,0.18940000000289808,1.883300306106626,1.3800996939035415,3.2634000000101677,8.492108844415867,-12.944020108807397
5.478654069916365,0.7603813611383474,2.8960211189728416e-8,2.00403433269337,12.867240116119673,9.429231062654512,0.0030450444276293727,4.167103989430457e-8,0.37956410261793194,3.7741984722096116,2.7657671691223076,-6.747300000101707,0.18940000000289808,1.883300306106626,1.3800996939035415,3.2634000000101677,8.492108844415867,-12.944020108807397
6.033999920806146,0.7621646626856887,5.285418597653233e-8,2.22632246923827,15.0775638520884,11.048976517772315,0.003382801740701823,4.421021952431429e-8,0.4216654756801804,4.192833787808494,3.0725469583263134,-6.747300000101707,0.18940000000289808,1.883300306106626,1.3800996939035415,3.2634000000101677,8.492108844415867,-12.944020108807397
6.120633225741121,0.7624601482257731,5.369164442014268e-8,2.263154675395464,15.44380521126758,11.31736146045134,0.0034387666942241667,9.797175746737488e-9,0.42864149552626557,4.262200402879592,3.1233785648269583,-6.747300000099413,0.18940000000281232,1.8833005314295694,1.3800994685797068,3.263400000009276,8.492108860799176,-12.944020207363504
6.394362062165785,0.7634262562836538,5.645828390904797e-8,2.3835798276645948,16.64125375014072,12.194862456479795,0.0036217475603894183,1.0329867236140305e-8,0.45145001936637763,4.488997156145532,3.289577253477216,-6.747300000099413,0.18940000000281232,1.8833005314295694,1.3800994685797068,3.263400000009276,8.492108860799176,-12.944020207363504
6.592744228674413,0.7641584193650073,5.85184715364538e-8,2.474843791192004,17.54873775757993,12.859874851214666,0.0037604192480002884,1.0380384891765379e-8,0.4687354140587256,4.660874627157072,3.415530601041871,-6.747300000099413,0.18940000000281232,1.8833005314295694,1.3800994685797068,3.263400000009276,8.492108860799176,-12.944020207363504
6.6793768191344824,0.7644868868191244,5.9416414915150987e-8,2.5157871855208067,17.95585874864867,13.158216759042496,0.0038226309837591497,1.0524676116486582e-8,0.476490092944716,4.737983307300488,3.472036593951449,-6.747300000099414,0.18940000000281235,1.8833005170585018,1.3800994829507744,3.263400000009276,8.492108859754268,-12.944020201077349
6.95310339808571,0.7655608309598648,6.239969276386163e-8,2.649654081282642,19.286965369564918,14.133663610269481,0.0040260360040183405,1.117337401244871e-8,0.501844483002384,4.990094901305768,3.6567862275765832,-6.747300000099414,0.18940000000281235,1.8833005170585018,1.3800994829507744,3.263400000009276,8.492108859754268,-12.944020201077349
7.15148392851362,0.7663747171038542,6.463248266986963e-8,2.7511048062006576,20.29574151893779,14.872903805635142,0.004180186039692674,1.1270478779287882e-8,0.5210592503021416,5.181157103999828,3.7967983205809177,-6.747300000099414,0.18940000000281235,1.8833005170585018,1.3800994829507744,3.263400000009276,8.492108859754268,-12.944020201077349
7.238116280141619,0.7667398495955196,6.569270921790911e-8,2.7966184892171473,20.748307211338854,15.20454800317193,0.004249342133781678,1.2408945551842706e-8,0.5296795418655904,5.2668730088977975,3.8596117688393594,-6.747300000099393,0.18940000000281154,1.8833005035206443,1.3800994964886233,3.2634000000092676,8.49210885876986,-12.944020195155591
7.511842104472848,0.7679336721737987,6.920362622270898e-8,2.9454282052681733,22.227997882740656,16.288878595524558,0.00447545213011104,1.3150566098218402e-8,0.5578641020860732,5.547126422065459,4.064983983033995,-6.747300000099393,0.18940000000281154,1.8833005035206443,1.3800994964886233,3.2634000000092676,8.49210885876986,-12.944020195155591
7.7102220879976535,0.7688384078098999,7.183720091572979e-8,3.058203298953939,23.349377981578236,17.110635987340146,0.004646809059591598,1.3337871998191845e-8,0.5792237048304744,5.759515812788449,4.220624833046178,-6.747300000099393,0.18940000000281154,1.8833005035206443,1.3800994964886233,3.2634000000092676,8.49210885876986,-12.944020195155591
