t,V,G,X,S,P,r_V,r_G,r_X,r_S,r_P,q_G,q_X,q_S,q_P,q_D,q_M,q_O
0.0,0.75,0.0,0.71,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.378321036848708,0.7504235283384737,-8.527330319833518e-9,0.7627926985272687,0.5249484023444698,0.38468076144136937,0.0011590299590266027,-1.3618645895342977e-8,0.14447278647606676,1.436576658487945,1.0527194680238505,-6.7472947203725155,0.18939980253481867,1.8833120207646943,1.3800859264336776,3.263397947198372,8.509559063835288,-12.953253543142198
1.5736739936509143,0.7519775756425882,-5.873469668428116e-9,0.9565042955332,2.451135094834436,1.7961851307013645,0.001453366211555984,8.823499936859874e-9,0.1811617246976945,1.8013960376907414,1.3200581168387286,-6.7472947203725155,0.18939980253481867,1.8833120207646943,1.3800859264336776,3.263397947198372,8.509559063835288,-12.953253543142198
2.4399937881245277,0.7533461540111559,-3.966892251028726e-9,1.127097237395777,4.147439598680685,3.0392324573752103,0.001712574684306998,-9.180819343186001e-9,0.2134719942002999,2.1226757757581454,1.5554910350521896,-6.7472947203725155,0.18939980253481867,1.8833120207646943,1.3800859264336776,3.263397947198372,8.509559063835288,-12.953253543142198
2.818314807737688,0.7540184884932882,-2.78700206630248e-9,1.2109035512835085,4.9807740912657215,3.6498983404280056,0.0018399142703446414,3.2010099709783482e-9,0.22934482309732435,2.280507791320395,1.6711516402920767,-6.7472931658196105,0.18939974439271226,1.8833108457755778,1.380086496996994,3.263397342772572,8.509164473240872,-12.951285889699353
4.013667710082011,0.7564854769798997,1.3832531741841509e-9,1.5184130081989127,8.038517897859906,5.890607009537262,0.0023071612591289313,3.796135874244517e-9,0.28758703563544363,2.859643686707734,2.095541289479905,-6.7472931658196105,0.18939974439271226,1.8833108457755778,1.380086496996994,3.263397342772572,8.509164473240872,-12.951285889699353
4.879987465087831,0.7586580407346569,4.8852981528268e-9,1.789222500810819,10.731332802179326,7.8638964942229626,0.0027186442789476684,4.297151007262801e-9,0.3388782843152585,3.369662141282718,2.469281813492204,-6.7472931658196105,0.18939974439271226,1.8833108457755778,1.380086496996994,3.263397342772572,8.509164473240872,-12.951285889699353
5.2583084559947455,0.7597253443495623,6.86296330750208e-9,1.9222615791696507,12.054216148876266,8.833305279448725,0.0029207891095442812,5.3555329399646135e-9,0.36407549434611003,3.620210049199821,2.6528895649185915,-6.747288194606968,0.18939955846351447,1.8833077081859093,1.3800877017292026,3.2633954099151117,8.509191553692181,-12.950743325072583
6.45366126763807,0.7636415875090545,1.4031506957745246e-8,2.4104201249584927,16.90825466701807,12.39034422400874,0.0036625238347882073,6.817868927347565e-9,0.45653250737870804,4.539562801300772,3.326591170455784,-6.747288194606968,0.18939955846351447,1.8833077081859093,1.3800877017292026,3.2633954099151117,8.509191553692181,-12.950743325072583
7.319980956909274,0.7670904427566926,2.064390942347499e-8,2.840318906458091,21.182983159027142,15.522864838887877,0.004315735495886268,8.53302853413789e-9,0.5379551467787347,5.349194490238695,3.919889191791749,-6.747288194606968,0.18939955846351447,1.8833077081859093,1.3800877017292026,3.2633954099151117,8.509191553692181,-12.950743325072583
