t,V,G,X,S,P,r_V,r_G,r_X,r_S,r_P,q_G,q_X,q_S,q_P,q_D,q_M,q_O
0.0,0.75,0.0,0.71,0.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.13380868732542345,0.7501462056814779,-9.978632247315869e-9,0.7282245055954915,0.18121555567192107,0.13279632675842878,0.0011065060095881414,-4.662932637863357e-8,0.13792572736804345,1.3714658647659865,1.0050220492396453,-6.747300220620455,0.18940000825055853,1.8833008972205583,1.3800991885295155,3.263400085750074,8.498153226465732,-12.949245652820212
0.5565940850727628,0.7506332493297265,-9.913213158306358e-9,0.7889343877493729,0.7848848827571994,0.5751704315443947,0.0011987520805849293,1.87536716034313e-8,0.14942417954887874,1.4858008402965457,1.0888077083359395,-6.747300220620455,0.18940000825055853,1.8833008972205583,1.3800991885295155,3.263400085750074,8.498153226465732,-12.949245652820212
0.8630034654977328,0.7510114305609313,-9.867310588148402e-9,0.8360745938922782,1.25362399921308,0.9186665107994568,0.0012703796088940308,-3.10588979605612e-8,0.15835253498127952,1.5745800328206416,1.1538658685808776,-6.747300220620455,0.18940000825055853,1.8833008972205583,1.3800991885295155,3.263400085750074,8.498153226465732,-12.949245652820212
0.9968121517057609,0.7511835979624429,-9.850086453611407e-9,0.8575352220392637,1.4670179681611124,1.075043464168416,0.0013029881197015238,1.3376482694105554e-10,0.16241717811458792,1.61499682235905,1.1834836946238192,-6.7473002201592545,0.1894000082333091,1.8833008614136022,1.3800992241571526,3.263400085570755,8.498153211005105,-12.949245569974142
1.419597545922549,0.751757125875015,-9.789788205713172e-9,0.92902534825102,2.177880747593087,1.5959698814376575,0.0014116143110648326,1.4582946919806615e-10,0.17595740860769465,1.7496342386362178,1.282147162343561,-6.7473002201592545,0.1894000082333091,1.8833008614136022,1.3800992241571526,3.263400085570755,8.498153211005105,-12.949245569974142
1.726006923788788,0.7522024606879426,-9.746598061690401e-9,0.9845362332219847,2.729853783174343,2.0004605147555705,0.0014959607282985599,1.3237978588565306e-10,0.18647117067823477,1.854177936119867,1.3587576916242665,-6.7473002201592545,0.1894000082333091,1.8833008614136022,1.3800992241571526,3.263400085570755,8.498153211005105,-12.949245569974142
1.8598156085717301,0.7524051998267268,-9.730130429664927e-9,1.0098076215915932,2.9811400794633265,2.1846053028716836,0.0015343595227247475,1.2044997842319926e-10,0.191257571823099,1.901771527457819,1.3936347510420504,-6.7473002196189515,0.1894000082131011,1.8833008256170323,1.3800992597436468,3.2634000853606793,8.498153195419773,-12.94924548654471
2.28260099828578,0.7530805689963622,-9.680045799313085e-9,1.0939922377493865,3.8182306298282502,2.7980325542076603,0.0016622744490007145,1.2048898389921732e-10,0.20720213881480168,2.0603164845720445,1.509817877483224,-6.7473002196189515,0.1894000082131011,1.8833008256170323,1.3800992597436468,3.2634000853606793,8.498153195419773,-12.94924548654471
2.589010372888705,0.7536049818383539,-9.64146967130208e-9,1.1593601813805867,4.468217413730699,3.274348534695281,0.001761598245579642,1.3173696479502312e-10,0.21958282787542532,2.1834239867815715,1.600032128099608,-6.7473002196189515,0.1894000082131011,1.8833008256170323,1.3800992597436468,3.2634000853606793,8.498153195419773,-12.94924548654471
2.722819055912403,0.7538437213317593,-9.636192930085645e-9,1.1891190059128043,4.764124569651282,3.491191887286992,0.001806815507399794,2.6628603196941804e-11,0.22521914945801513,2.2394687633855845,1.6411023017208592,-6.747300218984338,0.18940000818936584,1.8833007901227676,1.3800992949911677,3.2634000851139353,8.498153179824675,-12.949245403020084
3.1456044400679,0.7546390156901834,-9.632167707480176e-9,1.2882522700670382,5.7498571284506195,4.213545330020971,0.001957444265398434,8.991827507847441e-12,0.24399499050066556,2.4261665180947025,1.7779160496902906,-6.747300218984338,0.18940000818936584,1.8833007901227676,1.3800992949911677,3.2634000851139353,8.498153179824675,-12.949245403020084
